_c0,ts,open,high,low,close,volume,ts_readable,ma_50_raw,ma_50,prev_close,prev_ma50,buy_signal
7048,1736112480000,213.36,213.36,213.27,213.35,1174.44,2025-01-06 02:58:00,213.04660000000007,213.04660000000007,213.36,213.04100000000005,0
7049,1736112540000,213.36,213.36,213.26,213.27,928.716,2025-01-06 02:59:00,213.0500000000001,213.0500000000001,213.35,213.04660000000007,0
7050,1736112600000,213.28,213.34,213.24,213.33,656.661,2025-01-06 03:00:00,213.05380000000008,213.05380000000008,213.27,213.0500000000001,0
7051,1736112660000,213.33,213.39,213.32,213.37,649.228,2025-01-06 03:01:00,213.05880000000013,213.05880000000013,213.33,213.05380000000008,0
7052,1736112720000,213.36,213.45,213.33,213.38,564.003,2025-01-06 03:02:00,213.06540000000007,213.06540000000007,213.37,213.05880000000013,0
7053,1736112780000,213.38,213.39,213.32,213.33,555.245,2025-01-06 03:03:00,213.06920000000005,213.06920000000005,213.38,213.06540000000007,0
7054,1736112840000,213.32,213.43,213.32,213.43,378.813,2025-01-06 03:04:00,213.07620000000009,213.07620000000009,213.33,213.06920000000005,0
7055,1736112900000,213.44,213.55,213.44,213.54,636.564,2025-01-06 03:05:00,213.0860000000001,213.0860000000001,213.43,213.07620000000009,0
7056,1736112960000,213.54,213.54,213.52,213.54,317.644,2025-01-06 03:06:00,213.09680000000012,213.09680000000012,213.54,213.0860000000001,0
7057,1736113020000,213.54,213.71,213.53,213.64,1361.234,2025-01-06 03:07:00,213.11460000000005,213.11460000000005,213.54,213.09680000000012,0
7058,1736113080000,213.65,213.81,213.65,213.78,1090.075,2025-01-06 03:08:00,213.13880000000006,213.13880000000006,213.64,213.11460000000005,0
7059,1736113140000,213.78,213.85,213.75,213.85,570.368,2025-01-06 03:09:00,213.16140000000007,213.16140000000007,213.78,213.13880000000006,0
7060,1736113200000,213.85,213.85,213.66,213.67,880.404,2025-01-06 03:10:00,213.18040000000005,213.18040000000005,213.85,213.16140000000007,0
7061,1736113260000,213.68,213.68,213.57,213.59,667.523,2025-01-06 03:11:00,213.1974000000001,213.1974000000001,213.67,213.18040000000005,0
7062,1736113320000,213.59,213.59,213.5,213.53,623.955,2025-01-06 03:12:00,213.2148000000001,213.2148000000001,213.59,213.1974000000001,0
7063,1736113380000,213.53,213.6,213.51,213.52,582.053,2025-01-06 03:13:00,213.2314000000001,213.2314000000001,213.53,213.2148000000001,0
7064,1736113440000,213.52,213.52,213.45,213.5,603.068,2025-01-06 03:14:00,213.2476000000001,213.2476000000001,213.52,213.2314000000001,0
7065,1736113500000,213.5,213.5,213.4,213.43,571.307,2025-01-06 03:15:00,213.2596000000001,213.2596000000001,213.5,213.2476000000001,0
7066,1736113560000,213.43,213.48,213.41,213.47,799.271,2025-01-06 03:16:00,213.27320000000006,213.27320000000006,213.43,213.2596000000001,0
7067,1736113620000,213.46,213.47,213.44,213.45,689.723,2025-01-06 03:17:00,213.28380000000007,213.28380000000007,213.47,213.27320000000006,0
7068,1736113680000,213.44,213.45,213.44,213.45,283.772,2025-01-06 03:18:00,213.29440000000005,213.29440000000005,213.45,213.28380000000007,0
7069,1736113740000,213.45,213.45,213.4,213.45,681.705,2025-01-06 03:19:00,213.30320000000012,213.30320000000012,213.45,213.29440000000005,0
7070,1736113800000,213.45,213.5,213.44,213.47,828.756,2025-01-06 03:20:00,213.31320000000008,213.31320000000008,213.45,213.30320000000012,0
7071,1736113860000,213.47,213.5,213.45,213.48,441.759,2025-01-06 03:21:00,213.32120000000006,213.32120000000006,213.47,213.31320000000008,0
7072,1736113920000,213.48,213.5,213.44,213.46,503.987,2025-01-06 03:22:00,213.33040000000005,213.33040000000005,213.48,213.32120000000006,0
7073,1736113980000,213.47,213.65,213.46,213.61,1451.717,2025-01-06 03:23:00,213.3434,213.3434,213.46,213.33040000000005,0
7074,1736114040000,213.61,213.69,213.6,213.67,361.605,2025-01-06 03:24:00,213.357,213.357,213.61,213.3434,0
7075,1736114100000,213.68,213.88,213.67,213.87,789.22,2025-01-06 03:25:00,213.37260000000003,213.37260000000003,213.67,213.357,0
7076,1736114160000,213.87,213.95,213.85,213.91,672.132,2025-01-06 03:26:00,213.38960000000003,213.38960000000003,213.87,213.37260000000003,0
7077,1736114220000,213.9,213.91,213.8,213.85,457.825,2025-01-06 03:27:00,213.40380000000005,213.40380000000005,213.91,213.38960000000003,0
7078,1736114280000,213.84,214.0,213.84,213.86,761.321,2025-01-06 03:28:00,213.4158000000001,213.4158000000001,213.85,213.40380000000005,0
7079,1736114340000,213.85,213.88,213.84,213.85,781.353,2025-01-06 03:29:00,213.42880000000005,213.42880000000005,213.86,213.4158000000001,0
7080,1736114400000,213.85,213.87,213.71,213.75,717.327,2025-01-06 03:30:00,213.44160000000002,213.44160000000002,213.85,213.42880000000005,0
7081,1736114460000,213.75,213.75,213.39,213.47,2060.477,2025-01-06 03:31:00,213.45000000000005,213.45000000000005,213.75,213.44160000000002,0
7082,1736114520000,213.48,213.53,213.44,213.46,512.963,2025-01-06 03:32:00,213.4554,213.4554,213.47,213.45000000000005,0
7083,1736114580000,213.45,213.51,213.43,213.43,524.722,2025-01-06 03:33:00,213.46020000000004,213.46020000000004,213.46,213.4554,0
7084,1736114640000,213.44,213.61,213.44,213.6,431.45,2025-01-06 03:34:00,213.46860000000004,213.46860000000004,213.43,213.46020000000004,1
7085,1736114700000,213.6,213.74,213.6,213.65,500.033,2025-01-06 03:35:00,213.48,213.48,213.6,213.46860000000004,0
7086,1736114760000,213.66,213.7,213.64,213.7,311.604,2025-01-06 03:36:00,213.49220000000003,213.49220000000003,213.65,213.48,0
7087,1736114820000,213.7,213.7,213.61,213.66,1011.504,2025-01-06 03:37:00,213.5018,213.5018,213.7,213.49220000000003,0
7088,1736114880000,213.66,213.72,213.66,213.7,543.015,2025-01-06 03:38:00,213.513,213.513,213.66,213.5018,0
7089,1736114940000,213.71,213.71,213.65,213.65,525.865,2025-01-06 03:39:00,213.52259999999998,213.52259999999998,213.7,213.513,0
7090,1736115000000,213.66,213.68,213.63,213.68,559.042,2025-01-06 03:40:00,213.5322,213.5322,213.65,213.52259999999998,0
7091,1736115060000,213.68,213.68,213.63,213.65,655.016,2025-01-06 03:41:00,213.54499999999996,213.54499999999996,213.68,213.5322,0
7092,1736115120000,213.65,213.65,213.61,213.63,701.489,2025-01-06 03:42:00,213.56059999999997,213.56059999999997,213.65,213.54499999999996,0
7093,1736115180000,213.63,213.65,213.61,213.63,501.763,2025-01-06 03:43:00,213.56959999999998,213.56959999999998,213.63,213.56059999999997,0
7094,1736115240000,213.62,213.85,213.62,213.85,1411.315,2025-01-06 03:44:00,213.57659999999998,213.57659999999998,213.63,213.56959999999998,0
7095,1736115300000,213.85,213.94,213.84,213.88,782.731,2025-01-06 03:45:00,213.58199999999997,213.58199999999997,213.85,213.57659999999998,0
7096,1736115360000,213.88,213.88,213.87,213.88,255.938,2025-01-06 03:46:00,213.59059999999997,213.59059999999997,213.88,213.58199999999997,0
7097,1736115420000,213.88,213.88,213.82,213.84,1635.165,2025-01-06 03:47:00,213.60019999999997,213.60019999999997,213.88,213.59059999999997,0
7098,1736115480000,213.84,213.91,213.83,213.87,684.205,2025-01-06 03:48:00,213.61059999999998,213.61059999999998,213.84,213.60019999999997,0
7099,1736115540000,213.86,213.95,213.86,213.95,572.252,2025-01-06 03:49:00,213.62419999999997,213.62419999999997,213.87,213.61059999999998,0
7100,1736115600000,213.94,214.0,213.94,214.0,593.362,2025-01-06 03:50:00,213.63759999999994,213.63759999999994,213.95,213.62419999999997,0
7101,1736115660000,214.0,214.01,213.99,214.0,517.917,2025-01-06 03:51:00,213.65019999999993,213.65019999999993,214.0,213.63759999999994,0
7102,1736115720000,214.0,214.1,214.0,214.1,481.205,2025-01-06 03:52:00,213.66459999999995,213.66459999999995,214.0,213.65019999999993,0
7103,1736115780000,214.1,214.14,214.09,214.13,490.153,2025-01-06 03:53:00,213.68059999999994,213.68059999999994,214.1,213.66459999999995,0
7104,1736115840000,214.14,214.29,214.13,214.29,1102.94,2025-01-06 03:54:00,213.6978,213.6978,214.13,213.68059999999994,0
7105,1736115900000,214.29,214.29,214.24,214.28,899.75,2025-01-06 03:55:00,213.7126,213.7126,214.29,213.6978,0
7106,1736115960000,214.28,214.28,214.24,214.24,276.05,2025-01-06 03:56:00,213.72660000000005,213.72660000000005,214.28,213.7126,0
7107,1736116020000,214.25,214.26,214.2,214.26,1180.811,2025-01-06 03:57:00,213.73900000000006,213.73900000000006,214.24,213.72660000000005,0
7108,1736116080000,214.26,214.26,214.18,214.18,939.09,2025-01-06 03:58:00,213.74700000000004,213.74700000000004,214.26,213.73900000000006,0
7109,1736116140000,214.18,214.18,214.15,214.15,642.894,2025-01-06 03:59:00,213.75300000000007,213.75300000000007,214.18,213.74700000000004,0
7110,1736116200000,214.16,214.16,214.11,214.16,565.418,2025-01-06 04:00:00,213.76280000000003,213.76280000000003,214.15,213.75300000000007,0
7111,1736116260000,214.16,214.16,214.11,214.12,454.051,2025-01-06 04:01:00,213.77340000000004,213.77340000000004,214.16,213.76280000000003,0
7112,1736116320000,214.12,214.3,214.1,214.29,1676.04,2025-01-06 04:02:00,213.78860000000003,213.78860000000003,214.12,213.77340000000004,0
7113,1736116380000,214.29,214.29,214.18,214.19,531.311,2025-01-06 04:03:00,213.80200000000005,213.80200000000005,214.29,213.78860000000003,0
7114,1736116440000,214.18,214.19,214.11,214.12,571.31,2025-01-06 04:04:00,213.81440000000006,213.81440000000006,214.19,213.80200000000005,0
7115,1736116500000,214.12,214.21,214.07,214.21,661.107,2025-01-06 04:05:00,213.83000000000004,213.83000000000004,214.12,213.81440000000006,0
7116,1736116560000,214.2,214.26,214.2,214.25,551.504,2025-01-06 04:06:00,213.84560000000005,213.84560000000005,214.21,213.83000000000004,0
7117,1736116620000,214.25,214.3,214.23,214.3,589.454,2025-01-06 04:07:00,213.86260000000001,213.86260000000001,214.25,213.84560000000005,0
7118,1736116680000,214.3,214.42,214.29,214.42,722.787,2025-01-06 04:08:00,213.882,213.882,214.3,213.86260000000001,0
7119,1736116740000,214.42,214.5,214.41,214.48,685.774,2025-01-06 04:09:00,213.90259999999998,213.90259999999998,214.42,213.882,0
7120,1736116800000,214.47,214.47,214.3,214.37,2492.515,2025-01-06 04:10:00,213.92060000000004,213.92060000000004,214.48,213.90259999999998,0
7121,1736116860000,214.37,214.4,214.33,214.37,1307.982,2025-01-06 04:11:00,213.93840000000003,213.93840000000003,214.37,213.92060000000004,0
7122,1736116920000,214.38,214.38,214.35,214.37,1005.313,2025-01-06 04:12:00,213.95660000000004,213.95660000000004,214.37,213.93840000000003,0
7123,1736116980000,214.36,214.37,214.3,214.3,1262.784,2025-01-06 04:13:00,213.9704,213.9704,214.37,213.95660000000004,0
7124,1736117040000,214.3,214.31,214.28,214.29,511.491,2025-01-06 04:14:00,213.98280000000003,213.98280000000003,214.3,213.9704,0
7125,1736117100000,214.3,214.3,214.29,214.29,344.037,2025-01-06 04:15:00,213.99120000000002,213.99120000000002,214.29,213.98280000000003,0
7126,1736117160000,214.29,214.3,214.14,214.15,569.381,2025-01-06 04:16:00,213.996,213.996,214.29,213.99120000000002,0
7127,1736117220000,214.14,214.15,214.05,214.05,556.065,2025-01-06 04:17:00,214.00000000000003,214.00000000000003,214.15,213.996,0
7128,1736117280000,214.05,214.08,214.03,214.08,631.562,2025-01-06 04:18:00,214.00440000000003,214.00440000000003,214.05,214.00000000000003,0
7129,1736117340000,214.07,214.07,213.95,213.96,541.965,2025-01-06 04:19:00,214.0066,214.0066,214.08,214.00440000000003,0
7130,1736117400000,213.96,213.96,213.83,213.85,729.686,2025-01-06 04:20:00,214.00860000000003,214.00860000000003,213.96,214.0066,0
7131,1736117460000,213.84,213.93,213.84,213.93,648.578,2025-01-06 04:21:00,214.01780000000002,214.01780000000002,213.85,214.00860000000003,0
7132,1736117520000,213.93,213.93,213.91,213.92,256.678,2025-01-06 04:22:00,214.02700000000002,214.02700000000002,213.93,214.01780000000002,0
7133,1736117580000,213.92,213.92,213.88,213.91,600.524,2025-01-06 04:23:00,214.03659999999996,214.03659999999996,213.92,214.02700000000002,0
7134,1736117640000,213.91,213.92,213.91,213.91,353.28,2025-01-06 04:24:00,214.0428,214.0428,213.91,214.03659999999996,0
7135,1736117700000,213.91,214.04,213.91,213.98,1144.09,2025-01-06 04:25:00,214.04939999999996,214.04939999999996,213.91,214.0428,0
7136,1736117760000,213.97,214.13,213.94,214.13,553.149,2025-01-06 04:26:00,214.05799999999996,214.05799999999996,213.98,214.04939999999996,1
7137,1736117820000,214.12,214.22,214.12,214.21,385.443,2025-01-06 04:27:00,214.0689999999999,214.0689999999999,214.13,214.05799999999996,0
7138,1736117880000,214.21,214.26,214.16,214.26,1474.142,2025-01-06 04:28:00,214.08019999999993,214.08019999999993,214.21,214.0689999999999,0
7139,1736117940000,214.26,214.3,214.22,214.22,856.592,2025-01-06 04:29:00,214.09159999999991,214.09159999999991,214.26,214.08019999999993,0
7140,1736118000000,214.23,214.41,214.15,214.4,1208.611,2025-01-06 04:30:00,214.1059999999999,214.1059999999999,214.22,214.09159999999991,0
7141,1736118060000,214.4,214.4,214.31,214.36,1200.295,2025-01-06 04:31:00,214.12019999999993,214.12019999999993,214.4,214.1059999999999,0
7142,1736118120000,214.35,214.5,214.26,214.49,841.607,2025-01-06 04:32:00,214.13739999999996,214.13739999999996,214.36,214.12019999999993,0
7143,1736118180000,214.5,214.54,214.33,214.38,623.267,2025-01-06 04:33:00,214.15239999999991,214.15239999999991,214.49,214.13739999999996,0
7144,1736118240000,214.38,214.54,214.34,214.41,3090.549,2025-01-06 04:34:00,214.16359999999995,214.16359999999995,214.38,214.15239999999991,0
7145,1736118300000,214.41,214.43,214.25,214.39,1883.857,2025-01-06 04:35:00,214.17379999999991,214.17379999999991,214.41,214.16359999999995,0
7146,1736118360000,214.38,214.38,214.06,214.06,1150.33,2025-01-06 04:36:00,214.17739999999992,214.17739999999992,214.39,214.17379999999991,0
7147,1736118420000,214.05,214.19,213.97,214.15,1869.231,2025-01-06 04:37:00,214.1835999999999,214.1835999999999,214.06,214.17739999999992,0
7148,1736118480000,214.15,214.21,214.11,214.18,1096.514,2025-01-06 04:38:00,214.18979999999993,214.18979999999993,214.15,214.1835999999999,0
7149,1736118540000,214.18,214.18,214.11,214.16,425.143,2025-01-06 04:39:00,214.19399999999993,214.19399999999993,214.18,214.18979999999993,0
7150,1736118600000,214.15,214.35,214.14,214.34,711.902,2025-01-06 04:40:00,214.20079999999996,214.20079999999996,214.16,214.19399999999993,1
7151,1736118660000,214.34,214.4,214.24,214.4,1099.737,2025-01-06 04:41:00,214.20879999999997,214.20879999999997,214.34,214.20079999999996,0
7152,1736118720000,214.4,214.4,214.28,214.36,766.317,2025-01-06 04:42:00,214.21399999999997,214.21399999999997,214.4,214.20879999999997,0
7153,1736118780000,214.36,214.52,214.35,214.36,1435.78,2025-01-06 04:43:00,214.21859999999998,214.21859999999998,214.36,214.21399999999997,0
7154,1736118840000,214.35,214.36,214.23,214.26,908.85,2025-01-06 04:44:00,214.218,214.218,214.36,214.21859999999998,0
7155,1736118900000,214.27,214.36,214.25,214.28,901.459,2025-01-06 04:45:00,214.21800000000002,214.21800000000002,214.26,214.218,0
7156,1736118960000,214.27,214.28,213.98,213.98,1233.034,2025-01-06 04:46:00,214.2128,214.2128,214.28,214.21800000000002,0
7157,1736119020000,213.97,214.15,213.92,213.93,1292.898,2025-01-06 04:47:00,214.20620000000002,214.20620000000002,213.98,214.2128,0
7158,1736119080000,213.93,213.93,213.8,213.81,588.437,2025-01-06 04:48:00,214.19880000000003,214.19880000000003,213.93,214.20620000000002,0
7159,1736119140000,213.81,213.85,213.66,213.67,990.134,2025-01-06 04:49:00,214.18920000000003,214.18920000000003,213.81,214.19880000000003,0
7160,1736119200000,213.66,213.67,213.47,213.48,1258.085,2025-01-06 04:50:00,214.1756,214.1756,213.67,214.18920000000003,0
7161,1736119260000,213.48,213.61,213.47,213.59,1758.497,2025-01-06 04:51:00,214.165,214.165,213.48,214.1756,0
7162,1736119320000,213.6,213.61,213.4,213.53,2807.656,2025-01-06 04:52:00,214.14980000000003,214.14980000000003,213.59,214.165,0
7163,1736119380000,213.53,213.61,213.51,213.57,664.339,2025-01-06 04:53:00,214.1374,214.1374,213.53,214.14980000000003,0
7164,1736119440000,213.57,213.61,213.49,213.58,1624.058,2025-01-06 04:54:00,214.1266,214.1266,213.57,214.1374,0
7165,1736119500000,213.58,213.61,213.46,213.48,1476.306,2025-01-06 04:55:00,214.11199999999997,214.11199999999997,213.58,214.1266,0
7166,1736119560000,213.47,213.74,213.47,213.72,2011.86,2025-01-06 04:56:00,214.10139999999996,214.10139999999996,213.48,214.11199999999997,0
7167,1736119620000,213.72,213.73,213.65,213.65,468.304,2025-01-06 04:57:00,214.08839999999992,214.08839999999992,213.72,214.10139999999996,0
7168,1736119680000,213.64,213.71,213.62,213.7,1440.798,2025-01-06 04:58:00,214.07399999999996,214.07399999999996,213.65,214.08839999999992,0
7169,1736119740000,213.69,213.7,213.69,213.7,282.762,2025-01-06 04:59:00,214.05839999999998,214.05839999999998,213.7,214.07399999999996,0
7170,1736119800000,213.7,213.8,213.69,213.73,603.506,2025-01-06 05:00:00,214.04559999999998,214.04559999999998,213.7,214.05839999999998,0
7171,1736119860000,213.73,213.74,213.69,213.74,455.761,2025-01-06 05:01:00,214.033,214.033,213.73,214.04559999999998,0
7172,1736119920000,213.74,213.78,213.74,213.75,419.115,2025-01-06 05:02:00,214.02059999999997,214.02059999999997,213.74,214.033,0
7173,1736119980000,213.75,213.77,213.7,213.7,711.107,2025-01-06 05:03:00,214.0086,214.0086,213.75,214.02059999999997,0
7174,1736120040000,213.7,213.76,213.66,213.68,808.169,2025-01-06 05:04:00,213.9964,213.9964,213.7,214.0086,0
7175,1736120100000,213.67,213.68,213.65,213.67,341.615,2025-01-06 05:05:00,213.984,213.984,213.68,213.9964,0
7176,1736120160000,213.67,213.69,213.66,213.68,324.51,2025-01-06 05:06:00,213.97459999999998,213.97459999999998,213.67,213.984,0
7177,1736120220000,213.69,213.73,213.68,213.73,668.925,2025-01-06 05:07:00,213.9682,213.9682,213.68,213.97459999999998,0
7178,1736120280000,213.73,213.88,213.72,213.88,438.1,2025-01-06 05:08:00,213.96419999999998,213.96419999999998,213.73,213.9682,0
7179,1736120340000,213.87,213.88,213.76,213.77,800.202,2025-01-06 05:09:00,213.96039999999996,213.96039999999996,213.88,213.96419999999998,0
7180,1736120400000,213.76,213.91,213.76,213.91,260.137,2025-01-06 05:10:00,213.96159999999998,213.96159999999998,213.77,213.96039999999996,0
7181,1736120460000,213.9,213.99,213.87,213.89,642.599,2025-01-06 05:11:00,213.96079999999995,213.96079999999995,213.91,213.96159999999998,0
7182,1736120520000,213.9,213.9,213.85,213.85,1184.825,2025-01-06 05:12:00,213.95939999999996,213.95939999999996,213.89,213.96079999999995,0
7183,1736120580000,213.86,213.86,213.67,213.68,480.301,2025-01-06 05:13:00,213.95479999999995,213.95479999999995,213.85,213.95939999999996,0
7184,1736120640000,213.68,213.68,213.6,213.66,350.782,2025-01-06 05:14:00,213.94979999999995,213.94979999999995,213.68,213.95479999999995,0
7185,1736120700000,213.66,213.66,213.39,213.4,1294.682,2025-01-06 05:15:00,213.93819999999994,213.93819999999994,213.66,213.94979999999995,0
7186,1736120760000,213.39,213.43,213.25,213.43,847.241,2025-01-06 05:16:00,213.92419999999996,213.92419999999996,213.4,213.93819999999994,0
7187,1736120820000,213.43,213.45,213.34,213.39,529.603,2025-01-06 05:17:00,213.90779999999995,213.90779999999995,213.43,213.92419999999996,0
7188,1736120880000,213.39,213.63,213.32,213.63,907.27,2025-01-06 05:18:00,213.89519999999993,213.89519999999993,213.39,213.90779999999995,0
7189,1736120940000,213.63,213.66,213.54,213.6,495.264,2025-01-06 05:19:00,213.88279999999995,213.88279999999995,213.63,213.89519999999993,0
7190,1736121000000,213.6,213.61,213.5,213.58,875.565,2025-01-06 05:20:00,213.8663999999999,213.8663999999999,213.6,213.88279999999995,0
7191,1736121060000,213.59,213.59,213.47,213.48,163.138,2025-01-06 05:21:00,213.84879999999993,213.84879999999993,213.58,213.8663999999999,0
7192,1736121120000,213.49,213.52,213.39,213.4,252.317,2025-01-06 05:22:00,213.82699999999997,213.82699999999997,213.48,213.84879999999993,0
7193,1736121180000,213.4,213.43,213.34,213.43,240.591,2025-01-06 05:23:00,213.80799999999996,213.80799999999996,213.4,213.82699999999997,0
7194,1736121240000,213.42,213.55,213.42,213.49,511.182,2025-01-06 05:24:00,213.78959999999995,213.78959999999995,213.43,213.80799999999996,0
7195,1736121300000,213.49,213.49,213.39,213.44,632.941,2025-01-06 05:25:00,213.77059999999997,213.77059999999997,213.49,213.78959999999995,0
7196,1736121360000,213.44,213.45,213.37,213.39,1226.37,2025-01-06 05:26:00,213.75719999999998,213.75719999999998,213.44,213.77059999999997,0
7197,1736121420000,213.4,213.43,213.35,213.35,468.81,2025-01-06 05:27:00,213.74119999999996,213.74119999999996,213.39,213.75719999999998,0
7198,1736121480000,213.35,213.37,213.26,213.27,629.863,2025-01-06 05:28:00,213.72299999999998,213.72299999999998,213.35,213.74119999999996,0
7199,1736121540000,213.26,213.41,213.26,213.41,712.609,2025-01-06 05:29:00,213.70800000000003,213.70800000000003,213.27,213.72299999999998,0
7200,1736121600000,213.41,213.78,213.41,213.57,3025.872,2025-01-06 05:30:00,213.69260000000003,213.69260000000003,213.41,213.70800000000003,0
7201,1736121660000,213.57,213.8,213.51,213.75,1387.516,2025-01-06 05:31:00,213.67960000000002,213.67960000000002,213.57,213.69260000000003,1
7202,1736121720000,213.75,213.85,213.69,213.72,829.442,2025-01-06 05:32:00,213.6668,213.6668,213.75,213.67960000000002,0
7203,1736121780000,213.72,213.84,213.68,213.72,927.495,2025-01-06 05:33:00,213.65400000000002,213.65400000000002,213.72,213.6668,0
7204,1736121840000,213.72,213.74,213.59,213.6,714.112,2025-01-06 05:34:00,213.64079999999998,213.64079999999998,213.72,213.65400000000002,0
7205,1736121900000,213.59,213.72,213.51,213.53,563.273,2025-01-06 05:35:00,213.62579999999997,213.62579999999997,213.6,213.64079999999998,0
7206,1736121960000,213.52,213.55,213.45,213.52,396.743,2025-01-06 05:36:00,213.6166,213.6166,213.53,213.62579999999997,0
7207,1736122020000,213.52,213.75,213.45,213.71,533.762,2025-01-06 05:37:00,213.61219999999997,213.61219999999997,213.52,213.6166,1
7208,1736122080000,213.71,213.75,213.64,213.69,631.348,2025-01-06 05:38:00,213.6098,213.6098,213.71,213.61219999999997,0
7209,1736122140000,213.69,213.89,213.66,213.89,974.693,2025-01-06 05:39:00,213.61419999999998,213.61419999999998,213.69,213.6098,0
7210,1736122200000,213.88,214.15,213.88,214.15,1116.569,2025-01-06 05:40:00,213.62759999999997,213.62759999999997,213.89,213.61419999999998,0
7211,1736122260000,214.15,214.15,213.92,213.93,988.477,2025-01-06 05:41:00,213.63440000000003,213.63440000000003,214.15,213.62759999999997,0
7212,1736122320000,213.93,213.93,213.62,213.62,1338.915,2025-01-06 05:42:00,213.6362,213.6362,213.93,213.63440000000003,0
7213,1736122380000,213.61,213.63,213.51,213.51,916.046,2025-01-06 05:43:00,213.635,213.635,213.62,213.6362,0
7214,1736122440000,213.52,213.52,213.34,213.37,386.736,2025-01-06 05:44:00,213.63080000000005,213.63080000000005,213.51,213.635,0
7215,1736122500000,213.36,213.45,213.24,213.26,680.936,2025-01-06 05:45:00,213.62640000000002,213.62640000000002,213.37,213.63080000000005,0
7216,1736122560000,213.26,213.28,212.96,212.96,1056.476,2025-01-06 05:46:00,213.61120000000003,213.61120000000003,213.26,213.62640000000002,0
7217,1736122620000,212.96,213.14,212.83,213.0,1716.773,2025-01-06 05:47:00,213.5982,213.5982,212.96,213.61120000000003,0
7218,1736122680000,213.01,213.14,212.94,212.94,768.787,2025-01-06 05:48:00,213.58300000000003,213.58300000000003,213.0,213.5982,0
7219,1736122740000,212.94,213.01,212.84,213.01,1396.381,2025-01-06 05:49:00,213.56920000000002,213.56920000000002,212.94,213.58300000000003,0
7220,1736122800000,213.01,213.16,212.97,213.16,1333.707,2025-01-06 05:50:00,213.55780000000001,213.55780000000001,213.01,213.56920000000002,0
7221,1736122860000,213.17,213.25,213.01,213.24,670.454,2025-01-06 05:51:00,213.54780000000005,213.54780000000005,213.16,213.55780000000001,0
7222,1736122920000,213.24,213.63,213.24,213.62,2019.666,2025-01-06 05:52:00,213.54520000000005,213.54520000000005,213.24,213.54780000000005,1
7223,1736122980000,213.61,213.65,213.42,213.59,678.564,2025-01-06 05:53:00,213.54300000000006,213.54300000000006,213.62,213.54520000000005,0
7224,1736123040000,213.59,213.75,213.58,213.75,984.064,2025-01-06 05:54:00,213.54440000000005,213.54440000000005,213.59,213.54300000000006,0
7225,1736123100000,213.75,214.22,213.75,214.04,3119.919,2025-01-06 05:55:00,213.55180000000007,213.55180000000007,213.75,213.54440000000005,0
7226,1736123160000,214.05,214.05,213.61,213.62,1454.899,2025-01-06 05:56:00,213.55060000000006,213.55060000000006,214.04,213.55180000000007,0
7227,1736123220000,213.62,213.7,213.54,213.65,649.486,2025-01-06 05:57:00,213.5490000000001,213.5490000000001,213.62,213.55060000000006,0
7228,1736123280000,213.64,213.65,213.58,213.65,309.835,2025-01-06 05:58:00,213.54440000000005,213.54440000000005,213.65,213.5490000000001,0
7229,1736123340000,213.65,213.65,213.36,213.36,601.75,2025-01-06 05:59:00,213.53620000000006,213.53620000000006,213.65,213.54440000000005,0
7230,1736123400000,213.36,213.37,213.13,213.31,910.919,2025-01-06 06:00:00,213.5242,213.5242,213.36,213.53620000000006,0
7231,1736123460000,213.31,213.4,213.24,213.24,513.601,2025-01-06 06:01:00,213.51120000000003,213.51120000000003,213.31,213.5242,0
7232,1736123520000,213.25,213.34,213.15,213.24,1326.277,2025-01-06 06:02:00,213.49900000000005,213.49900000000005,213.24,213.51120000000003,0
7233,1736123580000,213.23,213.24,212.89,212.89,1986.212,2025-01-06 06:03:00,213.4832,213.4832,213.24,213.49900000000005,0
7234,1736123640000,212.9,212.92,212.73,212.74,1921.329,2025-01-06 06:04:00,213.46479999999997,213.46479999999997,212.89,213.4832,0
7235,1736123700000,212.74,212.74,212.27,212.32,4790.679,2025-01-06 06:05:00,213.44319999999996,213.44319999999996,212.74,213.46479999999997,0
7236,1736123760000,212.32,212.59,212.32,212.44,1389.611,2025-01-06 06:06:00,213.42340000000002,213.42340000000002,212.32,213.44319999999996,0
7237,1736123820000,212.43,212.48,212.29,212.36,1308.662,2025-01-06 06:07:00,213.40279999999996,213.40279999999996,212.44,213.42340000000002,0
7238,1736123880000,212.36,212.54,212.33,212.35,1459.116,2025-01-06 06:08:00,213.3772,213.3772,212.36,213.40279999999996,0
7239,1736123940000,212.35,212.77,212.34,212.73,1520.737,2025-01-06 06:09:00,213.35979999999995,213.35979999999995,212.35,213.3772,0
7240,1736124000000,212.74,212.8,212.57,212.64,1062.792,2025-01-06 06:10:00,213.34099999999995,213.34099999999995,212.73,213.35979999999995,0
7241,1736124060000,212.64,212.72,212.6,212.69,492.599,2025-01-06 06:11:00,213.32519999999997,213.32519999999997,212.64,213.34099999999995,0
7242,1736124120000,212.7,212.81,212.62,212.68,851.826,2025-01-06 06:12:00,213.31079999999997,213.31079999999997,212.69,213.32519999999997,0
7243,1736124180000,212.68,212.83,212.62,212.79,616.851,2025-01-06 06:13:00,213.298,213.298,212.68,213.31079999999997,0
7244,1736124240000,212.8,213.05,212.8,212.89,1204.757,2025-01-06 06:14:00,213.28599999999997,213.28599999999997,212.79,213.298,0
