_c0,ts,open,high,low,close,volume,ts_readable,ma_50_raw,ma_50,prev_close,prev_ma50,buy_signal
2428,1735835280000,207.82,208.17,207.81,208.08,2312.858,2025-01-02 21:58:00,206.76719999999997,206.76719999999997,207.81,206.726,0
2429,1735835340000,208.09,208.29,208.06,208.28,1905.798,2025-01-02 21:59:00,206.8098,206.8098,208.08,206.76719999999997,0
2430,1735835400000,208.29,208.4,208.13,208.13,1664.644,2025-01-02 22:00:00,206.84899999999993,206.84899999999993,208.28,206.8098,0
2431,1735835460000,208.14,208.37,208.07,208.34,1885.498,2025-01-02 22:01:00,206.89899999999994,206.89899999999994,208.13,206.84899999999993,0
2432,1735835520000,208.34,208.54,208.26,208.48,1909.522,2025-01-02 22:02:00,206.94539999999995,206.94539999999995,208.34,206.89899999999994,0
2433,1735835580000,208.48,208.56,208.03,208.27,1617.514,2025-01-02 22:03:00,206.98879999999997,206.98879999999997,208.48,206.94539999999995,0
2434,1735835640000,208.27,208.4,207.95,208.36,1985.269,2025-01-02 22:04:00,207.0354,207.0354,208.27,206.98879999999997,0
2435,1735835700000,208.36,208.57,208.32,208.4,2393.714,2025-01-02 22:05:00,207.08259999999999,207.08259999999999,208.36,207.0354,0
2436,1735835760000,208.41,208.52,208.09,208.22,2265.908,2025-01-02 22:06:00,207.1246,207.1246,208.4,207.08259999999999,0
2437,1735835820000,208.21,208.36,207.92,208.26,4406.354,2025-01-02 22:07:00,207.1616,207.1616,208.22,207.1246,0
2438,1735835880000,208.26,208.39,208.03,208.35,3969.683,2025-01-02 22:08:00,207.19280000000003,207.19280000000003,208.26,207.1616,0
2439,1735835940000,208.36,208.67,208.29,208.61,3746.6,2025-01-02 22:09:00,207.229,207.229,208.35,207.19280000000003,0
2440,1735836000000,208.6,208.91,208.56,208.9,2703.091,2025-01-02 22:10:00,207.27360000000002,207.27360000000002,208.61,207.229,0
2441,1735836060000,208.91,208.93,208.56,208.61,4710.629,2025-01-02 22:11:00,207.30960000000002,207.30960000000002,208.9,207.27360000000002,0
2442,1735836120000,208.61,208.67,208.43,208.62,1927.344,2025-01-02 22:12:00,207.34660000000002,207.34660000000002,208.61,207.30960000000002,0
2443,1735836180000,208.61,208.68,208.39,208.67,1783.609,2025-01-02 22:13:00,207.38580000000002,207.38580000000002,208.62,207.34660000000002,0
2444,1735836240000,208.67,208.78,208.64,208.78,888.602,2025-01-02 22:14:00,207.42560000000006,207.42560000000006,208.67,207.38580000000002,0
2445,1735836300000,208.78,208.8,208.59,208.74,1398.783,2025-01-02 22:15:00,207.46760000000003,207.46760000000003,208.78,207.42560000000006,0
2446,1735836360000,208.73,208.73,208.49,208.59,992.136,2025-01-02 22:16:00,207.50480000000005,207.50480000000005,208.74,207.46760000000003,0
2447,1735836420000,208.59,208.76,208.43,208.49,1784.437,2025-01-02 22:17:00,207.54200000000003,207.54200000000003,208.59,207.50480000000005,0
2448,1735836480000,208.5,208.93,208.49,208.91,1243.902,2025-01-02 22:18:00,207.586,207.586,208.49,207.54200000000003,0
2449,1735836540000,208.9,209.07,208.81,208.98,3067.8,2025-01-02 22:19:00,207.63020000000003,207.63020000000003,208.91,207.586,0
2450,1735836600000,208.97,208.97,208.53,208.76,1552.189,2025-01-02 22:20:00,207.66660000000005,207.66660000000005,208.98,207.63020000000003,0
2451,1735836660000,208.76,208.76,208.52,208.7,892.171,2025-01-02 22:21:00,207.70500000000004,207.70500000000004,208.76,207.66660000000005,0
2452,1735836720000,208.69,208.74,208.38,208.42,2211.651,2025-01-02 22:22:00,207.745,207.745,208.7,207.70500000000004,0
2453,1735836780000,208.43,208.43,208.13,208.16,1117.818,2025-01-02 22:23:00,207.7858,207.7858,208.42,207.745,0
2454,1735836840000,208.15,208.15,207.66,207.95,2670.944,2025-01-02 22:24:00,207.8208,207.8208,208.16,207.7858,0
2455,1735836900000,207.95,207.95,207.69,207.76,1275.376,2025-01-02 22:25:00,207.84799999999998,207.84799999999998,207.95,207.8208,0
2456,1735836960000,207.77,207.84,207.71,207.78,1276.316,2025-01-02 22:26:00,207.8674,207.8674,207.76,207.84799999999998,0
2457,1735837020000,207.79,207.79,207.41,207.48,1545.297,2025-01-02 22:27:00,207.8786,207.8786,207.78,207.8674,0
2458,1735837080000,207.47,207.54,207.4,207.52,634.513,2025-01-02 22:28:00,207.8916,207.8916,207.48,207.8786,0
2459,1735837140000,207.52,207.53,207.34,207.45,848.869,2025-01-02 22:29:00,207.90160000000003,207.90160000000003,207.52,207.8916,0
2460,1735837200000,207.44,207.51,207.29,207.3,773.266,2025-01-02 22:30:00,207.91,207.91,207.45,207.90160000000003,0
2461,1735837260000,207.3,207.5,207.17,207.44,1433.705,2025-01-02 22:31:00,207.92100000000002,207.92100000000002,207.3,207.91,0
2462,1735837320000,207.44,207.48,207.18,207.47,981.739,2025-01-02 22:32:00,207.93439999999998,207.93439999999998,207.44,207.92100000000002,0
2463,1735837380000,207.47,207.57,207.37,207.54,937.456,2025-01-02 22:33:00,207.94960000000003,207.94960000000003,207.47,207.93439999999998,0
2464,1735837440000,207.55,207.84,207.54,207.81,946.514,2025-01-02 22:34:00,207.9618,207.9618,207.54,207.94960000000003,0
2465,1735837500000,207.82,207.84,207.57,207.69,826.043,2025-01-02 22:35:00,207.9736,207.9736,207.81,207.9618,0
2466,1735837560000,207.69,207.83,207.58,207.65,1344.665,2025-01-02 22:36:00,207.9918,207.9918,207.69,207.9736,0
2467,1735837620000,207.65,207.68,207.5,207.5,534.282,2025-01-02 22:37:00,208.00019999999998,208.00019999999998,207.65,207.9918,0
2468,1735837680000,207.51,207.55,207.4,207.54,1716.616,2025-01-02 22:38:00,208.02039999999997,208.02039999999997,207.5,208.00019999999998,0
2469,1735837740000,207.54,207.58,207.37,207.41,696.087,2025-01-02 22:39:00,208.03539999999998,208.03539999999998,207.54,208.02039999999997,0
2470,1735837800000,207.42,207.6,207.4,207.59,1181.216,2025-01-02 22:40:00,208.04979999999995,208.04979999999995,207.41,208.03539999999998,0
2471,1735837860000,207.58,207.62,207.5,207.55,967.41,2025-01-02 22:41:00,208.05739999999997,208.05739999999997,207.59,208.04979999999995,0
2472,1735837920000,207.55,207.63,207.53,207.61,2608.436,2025-01-02 22:42:00,208.07019999999997,208.07019999999997,207.55,208.05739999999997,0
2473,1735837980000,207.62,208.2,207.59,208.11,2403.877,2025-01-02 22:43:00,208.08880000000002,208.08880000000002,207.61,208.07019999999997,1
2474,1735838040000,208.11,208.11,207.92,208.0,1777.193,2025-01-02 22:44:00,208.09579999999997,208.09579999999997,208.11,208.08880000000002,0
2475,1735838100000,208.01,208.09,207.87,207.98,950.587,2025-01-02 22:45:00,208.1002,208.1002,208.0,208.09579999999997,0
2476,1735838160000,207.99,208.01,207.63,207.65,1071.845,2025-01-02 22:46:00,208.09400000000002,208.09400000000002,207.98,208.1002,0
2477,1735838220000,207.65,207.74,207.6,207.66,895.716,2025-01-02 22:47:00,208.09099999999998,208.09099999999998,207.65,208.09400000000002,0
2478,1735838280000,207.67,207.78,207.52,207.63,1207.328,2025-01-02 22:48:00,208.08199999999997,208.08199999999997,207.66,208.09099999999998,0
2479,1735838340000,207.64,207.69,207.51,207.65,549.789,2025-01-02 22:49:00,208.06939999999994,208.06939999999994,207.63,208.08199999999997,0
2480,1735838400000,207.66,207.78,207.52,207.64,655.734,2025-01-02 22:50:00,208.05959999999993,208.05959999999993,207.65,208.06939999999994,0
2481,1735838460000,207.63,207.76,207.48,207.49,1514.836,2025-01-02 22:51:00,208.04259999999994,208.04259999999994,207.64,208.05959999999993,0
2482,1735838520000,207.49,207.62,207.38,207.58,1539.069,2025-01-02 22:52:00,208.0245999999999,208.0245999999999,207.49,208.04259999999994,0
2483,1735838580000,207.57,207.69,207.56,207.62,965.179,2025-01-02 22:53:00,208.01159999999993,208.01159999999993,207.58,208.0245999999999,0
2484,1735838640000,207.63,207.66,207.52,207.58,544.012,2025-01-02 22:54:00,207.99599999999995,207.99599999999995,207.62,208.01159999999993,0
2485,1735838700000,207.57,207.58,207.42,207.58,442.155,2025-01-02 22:55:00,207.97959999999992,207.97959999999992,207.58,207.99599999999995,0
2486,1735838760000,207.58,207.69,207.51,207.54,1128.051,2025-01-02 22:56:00,207.96599999999995,207.96599999999995,207.58,207.97959999999992,0
2487,1735838820000,207.54,207.68,207.42,207.61,3252.497,2025-01-02 22:57:00,207.953,207.953,207.54,207.96599999999995,0
2488,1735838880000,207.6,207.61,207.49,207.56,550.785,2025-01-02 22:58:00,207.93719999999996,207.93719999999996,207.61,207.953,0
2489,1735838940000,207.55,207.55,207.13,207.41,2104.702,2025-01-02 22:59:00,207.9132,207.9132,207.56,207.93719999999996,0
2490,1735839000000,207.41,207.41,207.0,207.05,1366.827,2025-01-02 23:00:00,207.87619999999995,207.87619999999995,207.41,207.9132,0
2491,1735839060000,207.05,207.29,207.02,207.2,2007.835,2025-01-02 23:01:00,207.84799999999998,207.84799999999998,207.05,207.87619999999995,0
2492,1735839120000,207.19,207.33,206.93,206.96,2097.906,2025-01-02 23:02:00,207.8148,207.8148,207.2,207.84799999999998,0
2493,1735839180000,206.96,207.09,206.7,206.82,1232.283,2025-01-02 23:03:00,207.77779999999996,207.77779999999996,206.96,207.8148,0
2494,1735839240000,206.83,206.97,206.76,206.92,857.856,2025-01-02 23:04:00,207.74059999999994,207.74059999999994,206.82,207.77779999999996,0
2495,1735839300000,206.93,207.0,206.72,206.72,2370.449,2025-01-02 23:05:00,207.70019999999994,207.70019999999994,206.92,207.74059999999994,0
2496,1735839360000,206.71,206.74,206.49,206.51,1515.03,2025-01-02 23:06:00,207.65859999999992,207.65859999999992,206.72,207.70019999999994,0
2497,1735839420000,206.52,206.56,206.32,206.44,2253.027,2025-01-02 23:07:00,207.61759999999995,207.61759999999995,206.51,207.65859999999992,0
2498,1735839480000,206.43,206.52,206.06,206.36,12210.118,2025-01-02 23:08:00,207.56659999999997,207.56659999999997,206.44,207.61759999999995,0
2499,1735839540000,206.37,206.44,205.89,206.0,12688.516,2025-01-02 23:09:00,207.50699999999998,207.50699999999998,206.36,207.56659999999997,0
2500,1735839600000,206.0,206.24,205.95,206.07,2363.251,2025-01-02 23:10:00,207.45319999999995,207.45319999999995,206.0,207.50699999999998,0
2501,1735839660000,206.07,206.17,205.81,206.01,4575.701,2025-01-02 23:11:00,207.39939999999996,207.39939999999996,206.07,207.45319999999995,0
2502,1735839720000,206.01,206.04,205.66,205.69,8295.949,2025-01-02 23:12:00,207.34479999999996,207.34479999999996,206.01,207.39939999999996,0
2503,1735839780000,205.69,206.17,205.68,206.11,2970.656,2025-01-02 23:13:00,207.30380000000002,207.30380000000002,205.69,207.34479999999996,0
2504,1735839840000,206.11,206.13,205.87,205.88,1996.209,2025-01-02 23:14:00,207.26239999999999,207.26239999999999,206.11,207.30380000000002,0
2505,1735839900000,205.88,205.92,205.77,205.84,1426.238,2025-01-02 23:15:00,207.22400000000002,207.22400000000002,205.88,207.26239999999999,0
2506,1735839960000,205.83,205.83,205.28,205.47,7637.292,2025-01-02 23:16:00,207.1778,207.1778,205.84,207.22400000000002,0
2507,1735840020000,205.47,205.47,205.11,205.16,2802.313,2025-01-02 23:17:00,207.13139999999999,207.13139999999999,205.47,207.1778,0
2508,1735840080000,205.16,205.2,204.67,205.0,8874.646,2025-01-02 23:18:00,207.081,207.081,205.16,207.13139999999999,0
2509,1735840140000,205.0,205.32,204.9,204.9,2227.907,2025-01-02 23:19:00,207.02999999999997,207.02999999999997,205.0,207.081,0
2510,1735840200000,204.9,205.1,204.82,205.09,2263.772,2025-01-02 23:20:00,206.98579999999998,206.98579999999998,204.9,207.02999999999997,0
2511,1735840260000,205.09,205.3,204.95,205.26,3573.542,2025-01-02 23:21:00,206.94219999999999,206.94219999999999,205.09,206.98579999999998,0
2512,1735840320000,205.27,205.46,205.22,205.34,2254.43,2025-01-02 23:22:00,206.89959999999996,206.89959999999996,205.26,206.94219999999999,0
2513,1735840380000,205.33,205.55,205.24,205.53,4583.315,2025-01-02 23:23:00,206.85939999999994,206.85939999999994,205.34,206.89959999999996,0
2514,1735840440000,205.52,205.64,205.47,205.58,1538.136,2025-01-02 23:24:00,206.81479999999996,206.81479999999996,205.53,206.85939999999994,0
2515,1735840500000,205.59,205.75,205.5,205.57,2131.224,2025-01-02 23:25:00,206.77239999999995,206.77239999999995,205.58,206.81479999999996,0
2516,1735840560000,205.57,205.67,205.47,205.65,802.917,2025-01-02 23:26:00,206.73239999999998,206.73239999999998,205.57,206.77239999999995,0
2517,1735840620000,205.66,205.77,205.57,205.67,895.974,2025-01-02 23:27:00,206.6958,206.6958,205.65,206.73239999999998,0
2518,1735840680000,205.65,205.71,205.58,205.67,1086.11,2025-01-02 23:28:00,206.6584,206.6584,205.67,206.6958,0
2519,1735840740000,205.67,206.12,205.67,206.05,2085.374,2025-01-02 23:29:00,206.63119999999998,206.63119999999998,205.67,206.6584,0
2520,1735840800000,206.04,206.26,205.97,206.16,2853.745,2025-01-02 23:30:00,206.60259999999994,206.60259999999994,206.05,206.63119999999998,0
2521,1735840860000,206.17,206.2,205.7,205.71,1225.109,2025-01-02 23:31:00,206.56579999999994,206.56579999999994,206.16,206.60259999999994,0
2522,1735840920000,205.7,205.75,205.41,205.5,1462.187,2025-01-02 23:32:00,206.52359999999993,206.52359999999993,205.71,206.56579999999994,0
2523,1735840980000,205.51,205.62,205.3,205.32,798.209,2025-01-02 23:33:00,206.46779999999995,206.46779999999995,205.5,206.52359999999993,0
2524,1735841040000,205.32,205.32,205.01,205.13,1093.913,2025-01-02 23:34:00,206.41039999999992,206.41039999999992,205.32,206.46779999999995,0
2525,1735841100000,205.13,205.27,205.05,205.09,2805.175,2025-01-02 23:35:00,206.3525999999999,206.3525999999999,205.13,206.41039999999992,0
2526,1735841160000,205.09,205.35,204.96,204.96,2135.626,2025-01-02 23:36:00,206.29879999999991,206.29879999999991,205.09,206.3525999999999,0
2527,1735841220000,204.97,205.42,204.97,205.42,1632.748,2025-01-02 23:37:00,206.25399999999988,206.25399999999988,204.96,206.29879999999991,0
2528,1735841280000,205.42,205.76,205.42,205.76,1139.445,2025-01-02 23:38:00,206.2165999999999,206.2165999999999,205.42,206.25399999999988,0
2529,1735841340000,205.76,206.17,205.74,205.98,1928.245,2025-01-02 23:39:00,206.1831999999999,206.1831999999999,205.76,206.2165999999999,0
2530,1735841400000,205.98,206.09,205.79,205.85,1384.865,2025-01-02 23:40:00,206.14739999999995,206.14739999999995,205.98,206.1831999999999,0
2531,1735841460000,205.85,205.98,205.58,205.67,789.412,2025-01-02 23:41:00,206.11099999999996,206.11099999999996,205.85,206.14739999999995,0
2532,1735841520000,205.67,205.69,205.5,205.5,728.416,2025-01-02 23:42:00,206.06939999999994,206.06939999999994,205.67,206.11099999999996,0
2533,1735841580000,205.5,205.56,205.46,205.52,1146.262,2025-01-02 23:43:00,206.02739999999997,206.02739999999997,205.5,206.06939999999994,0
2534,1735841640000,205.51,205.55,205.41,205.41,806.12,2025-01-02 23:44:00,205.98399999999998,205.98399999999998,205.52,206.02739999999997,0
2535,1735841700000,205.4,205.47,205.24,205.31,2254.325,2025-01-02 23:45:00,205.93859999999998,205.93859999999998,205.41,205.98399999999998,0
2536,1735841760000,205.32,205.38,205.17,205.33,821.109,2025-01-02 23:46:00,205.8944,205.8944,205.31,205.93859999999998,0
2537,1735841820000,205.34,205.53,205.33,205.34,2408.708,2025-01-02 23:47:00,205.84900000000002,205.84900000000002,205.33,205.8944,0
2538,1735841880000,205.34,205.74,205.28,205.63,4870.363,2025-01-02 23:48:00,205.81039999999996,205.81039999999996,205.34,205.84900000000002,0
2539,1735841940000,205.63,205.82,205.55,205.79,1799.192,2025-01-02 23:49:00,205.77800000000002,205.77800000000002,205.63,205.81039999999996,1
2540,1735842000000,205.79,206.09,205.79,205.97,1066.381,2025-01-02 23:50:00,205.75639999999999,205.75639999999999,205.79,205.77800000000002,0
2541,1735842060000,205.97,206.09,205.81,205.92,1133.411,2025-01-02 23:51:00,205.7308,205.7308,205.97,205.75639999999999,0
2542,1735842120000,205.92,205.92,205.74,205.78,789.892,2025-01-02 23:52:00,205.7072,205.7072,205.92,205.7308,0
2543,1735842180000,205.78,205.95,205.74,205.84,387.996,2025-01-02 23:53:00,205.68759999999997,205.68759999999997,205.78,205.7072,0
2544,1735842240000,205.83,205.86,205.76,205.82,757.601,2025-01-02 23:54:00,205.6656,205.6656,205.84,205.68759999999997,0
2545,1735842300000,205.82,205.82,205.57,205.65,1029.284,2025-01-02 23:55:00,205.6442,205.6442,205.82,205.6656,0
2546,1735842360000,205.64,205.72,205.6,205.63,556.196,2025-01-02 23:56:00,205.6266,205.6266,205.65,205.6442,0
2547,1735842420000,205.62,205.79,205.6,205.76,444.611,2025-01-02 23:57:00,205.613,205.613,205.63,205.6266,0
2548,1735842480000,205.76,205.82,205.73,205.81,691.996,2025-01-02 23:58:00,205.602,205.602,205.76,205.613,0
2549,1735842540000,205.81,205.88,205.79,205.85,365.945,2025-01-02 23:59:00,205.59900000000002,205.59900000000002,205.81,205.602,0
2550,1735842600000,205.85,205.96,205.79,205.84,555.962,2025-01-03 00:00:00,205.59440000000004,205.59440000000004,205.85,205.59900000000002,0
2551,1735842660000,205.83,205.83,205.37,205.43,1033.619,2025-01-03 00:01:00,205.58280000000002,205.58280000000002,205.84,205.59440000000004,0
2552,1735842720000,205.42,205.65,205.38,205.63,610.322,2025-01-03 00:02:00,205.58160000000004,205.58160000000004,205.43,205.58280000000002,1
2553,1735842780000,205.63,205.68,205.57,205.67,456.957,2025-01-03 00:03:00,205.5728,205.5728,205.63,205.58160000000004,0
2554,1735842840000,205.68,205.71,205.56,205.64,579.613,2025-01-03 00:04:00,205.56799999999998,205.56799999999998,205.67,205.5728,0
2555,1735842900000,205.64,205.83,205.63,205.82,1061.418,2025-01-03 00:05:00,205.56759999999997,205.56759999999997,205.64,205.56799999999998,0
2556,1735842960000,205.82,205.85,205.77,205.8,605.046,2025-01-03 00:06:00,205.5742,205.5742,205.82,205.56759999999997,0
2557,1735843020000,205.81,205.95,205.81,205.93,600.549,2025-01-03 00:07:00,205.5896,205.5896,205.8,205.5742,0
2558,1735843080000,205.93,206.39,205.93,206.3,5250.693,2025-01-03 00:08:00,205.61559999999997,205.61559999999997,205.93,205.5896,0
2559,1735843140000,206.29,206.35,206.2,206.29,683.531,2025-01-03 00:09:00,205.6434,205.6434,206.3,205.61559999999997,0
2560,1735843200000,206.28,206.36,206.04,206.17,877.106,2025-01-03 00:10:00,205.665,205.665,206.29,205.6434,0
2561,1735843260000,206.17,206.37,206.09,206.36,471.666,2025-01-03 00:11:00,205.687,205.687,206.17,205.665,0
2562,1735843320000,206.36,206.5,206.31,206.36,1007.879,2025-01-03 00:12:00,205.70740000000006,205.70740000000006,206.36,205.687,0
2563,1735843380000,206.37,206.56,206.31,206.53,1133.77,2025-01-03 00:13:00,205.72740000000005,205.72740000000005,206.36,205.70740000000006,0
2564,1735843440000,206.52,206.62,206.47,206.47,973.646,2025-01-03 00:14:00,205.74520000000004,205.74520000000004,206.53,205.72740000000005,0
2565,1735843500000,206.46,206.69,206.44,206.69,1872.45,2025-01-03 00:15:00,205.76760000000004,205.76760000000004,206.47,205.74520000000004,0
2566,1735843560000,206.69,206.79,206.62,206.72,1249.923,2025-01-03 00:16:00,205.78900000000004,205.78900000000004,206.69,205.76760000000004,0
2567,1735843620000,206.72,206.72,206.6,206.69,681.354,2025-01-03 00:17:00,205.80940000000007,205.80940000000007,206.72,205.78900000000004,0
2568,1735843680000,206.7,206.8,206.53,206.54,1521.079,2025-01-03 00:18:00,205.82680000000008,205.82680000000008,206.69,205.80940000000007,0
2569,1735843740000,206.54,206.54,206.37,206.41,711.241,2025-01-03 00:19:00,205.8340000000001,205.8340000000001,206.54,205.82680000000008,0
2570,1735843800000,206.41,206.41,206.24,206.27,909.219,2025-01-03 00:20:00,205.8362000000001,205.8362000000001,206.41,205.8340000000001,0
2571,1735843860000,206.27,206.31,206.08,206.12,580.9,2025-01-03 00:21:00,205.8444000000001,205.8444000000001,206.27,205.8362000000001,0
2572,1735843920000,206.13,206.17,206.0,206.02,493.751,2025-01-03 00:22:00,205.8548000000001,205.8548000000001,206.12,205.8444000000001,0
2573,1735843980000,206.02,206.27,206.01,206.25,1742.475,2025-01-03 00:23:00,205.87340000000006,205.87340000000006,206.02,205.8548000000001,0
2574,1735844040000,206.24,206.25,206.08,206.18,1439.488,2025-01-03 00:24:00,205.8944000000001,205.8944000000001,206.25,205.87340000000006,0
2575,1735844100000,206.18,206.26,206.08,206.16,676.421,2025-01-03 00:25:00,205.9158000000001,205.9158000000001,206.18,205.8944000000001,0
2576,1735844160000,206.16,206.27,206.15,206.23,541.436,2025-01-03 00:26:00,205.9412000000001,205.9412000000001,206.16,205.9158000000001,0
2577,1735844220000,206.24,206.47,206.24,206.39,3226.091,2025-01-03 00:27:00,205.96060000000008,205.96060000000008,206.23,205.9412000000001,0
2578,1735844280000,206.4,206.48,206.36,206.37,863.617,2025-01-03 00:28:00,205.97280000000006,205.97280000000006,206.39,205.96060000000008,0
2579,1735844340000,206.37,206.47,206.37,206.44,744.772,2025-01-03 00:29:00,205.98200000000006,205.98200000000006,206.37,205.97280000000006,0
2580,1735844400000,206.43,206.46,206.36,206.42,421.17,2025-01-03 00:30:00,205.99340000000004,205.99340000000004,206.44,205.98200000000006,0
2581,1735844460000,206.42,206.45,206.23,206.23,1060.752,2025-01-03 00:31:00,206.00460000000004,206.00460000000004,206.42,205.99340000000004,0
2582,1735844520000,206.22,206.36,206.15,206.34,820.797,2025-01-03 00:32:00,206.0214,206.0214,206.23,206.00460000000004,0
2583,1735844580000,206.35,206.47,206.35,206.44,815.208,2025-01-03 00:33:00,206.03980000000004,206.03980000000004,206.34,206.0214,0
2584,1735844640000,206.44,206.69,206.44,206.57,2446.836,2025-01-03 00:34:00,206.063,206.063,206.44,206.03980000000004,0
2585,1735844700000,206.57,206.69,206.56,206.68,1105.244,2025-01-03 00:35:00,206.09040000000002,206.09040000000002,206.57,206.063,0
2586,1735844760000,206.68,207.18,206.64,207.02,4707.558,2025-01-03 00:36:00,206.12420000000003,206.12420000000003,206.68,206.09040000000002,0
2587,1735844820000,207.03,207.07,206.88,207.04,1017.233,2025-01-03 00:37:00,206.15820000000002,206.15820000000002,207.02,206.12420000000003,0
2588,1735844880000,207.04,207.09,206.89,207.09,913.073,2025-01-03 00:38:00,206.18740000000005,206.18740000000005,207.04,206.15820000000002,0
2589,1735844940000,207.09,207.09,206.93,207.07,887.277,2025-01-03 00:39:00,206.21300000000002,206.21300000000002,207.09,206.18740000000005,0
2590,1735845000000,207.07,207.08,206.97,207.07,731.862,2025-01-03 00:40:00,206.235,206.235,207.07,206.21300000000002,0
2591,1735845060000,207.06,207.09,207.05,207.07,566.687,2025-01-03 00:41:00,206.25800000000004,206.25800000000004,207.07,206.235,0
2592,1735845120000,207.07,207.18,207.07,207.14,369.774,2025-01-03 00:42:00,206.2852,206.2852,207.07,206.25800000000004,0
2593,1735845180000,207.15,207.15,206.99,207.06,494.394,2025-01-03 00:43:00,206.3096,206.3096,207.14,206.2852,0
2594,1735845240000,207.05,207.2,207.05,207.09,1495.691,2025-01-03 00:44:00,206.335,206.335,207.06,206.3096,0
2595,1735845300000,207.08,207.18,207.05,207.17,533.783,2025-01-03 00:45:00,206.36539999999997,206.36539999999997,207.09,206.335,0
2596,1735845360000,207.18,207.33,207.17,207.33,964.248,2025-01-03 00:46:00,206.39939999999999,206.39939999999999,207.17,206.36539999999997,0
2597,1735845420000,207.33,207.34,207.26,207.33,926.959,2025-01-03 00:47:00,206.43079999999998,206.43079999999998,207.33,206.39939999999999,0
2598,1735845480000,207.33,207.59,207.29,207.5,4364.366,2025-01-03 00:48:00,206.46459999999996,206.46459999999996,207.33,206.43079999999998,0
2599,1735845540000,207.5,207.53,207.41,207.41,1475.235,2025-01-03 00:49:00,206.49579999999997,206.49579999999997,207.5,206.46459999999996,0
2600,1735845600000,207.41,207.53,207.33,207.52,532.753,2025-01-03 00:50:00,206.52939999999998,206.52939999999998,207.41,206.49579999999997,0
2601,1735845660000,207.53,207.57,207.37,207.37,416.408,2025-01-03 00:51:00,206.5682,206.5682,207.52,206.52939999999998,0
2602,1735845720000,207.38,207.53,207.34,207.53,772.845,2025-01-03 00:52:00,206.6062,206.6062,207.37,206.5682,0
2603,1735845780000,207.54,207.78,207.54,207.75,2698.082,2025-01-03 00:53:00,206.6478,206.6478,207.53,206.6062,0
2604,1735845840000,207.75,207.81,207.69,207.75,1066.736,2025-01-03 00:54:00,206.69,206.69,207.75,206.6478,0
2605,1735845900000,207.74,207.78,207.51,207.74,1520.644,2025-01-03 00:55:00,206.7284,206.7284,207.75,206.69,0
2606,1735845960000,207.74,207.81,207.6,207.68,2320.386,2025-01-03 00:56:00,206.76600000000002,206.76600000000002,207.74,206.7284,0
2607,1735846020000,207.68,207.79,207.62,207.65,390.582,2025-01-03 00:57:00,206.8004,206.8004,207.68,206.76600000000002,0
2608,1735846080000,207.65,207.81,207.65,207.7,493.919,2025-01-03 00:58:00,206.82840000000004,206.82840000000004,207.65,206.8004,0
2609,1735846140000,207.71,207.83,207.6,207.75,2753.455,2025-01-03 00:59:00,206.85760000000002,206.85760000000002,207.7,206.82840000000004,0
2610,1735846200000,207.75,207.75,207.47,207.53,1158.435,2025-01-03 01:00:00,206.88480000000004,206.88480000000004,207.75,206.85760000000002,0
2611,1735846260000,207.53,207.58,207.43,207.48,1181.513,2025-01-03 01:01:00,206.90720000000005,206.90720000000005,207.53,206.88480000000004,0
2612,1735846320000,207.47,207.48,207.25,207.31,548.065,2025-01-03 01:02:00,206.9262,206.9262,207.48,206.90720000000005,0
2613,1735846380000,207.32,207.32,207.17,207.27,628.426,2025-01-03 01:03:00,206.94099999999997,206.94099999999997,207.31,206.9262,0
2614,1735846440000,207.27,207.28,207.04,207.09,2914.55,2025-01-03 01:04:00,206.95340000000004,206.95340000000004,207.27,206.94099999999997,0
2615,1735846500000,207.09,207.09,206.71,206.77,1260.87,2025-01-03 01:05:00,206.95500000000004,206.95500000000004,207.09,206.95340000000004,0
2616,1735846560000,206.78,207.06,206.77,207.05,606.916,2025-01-03 01:06:00,206.9616,206.9616,206.77,206.95500000000004,1
2617,1735846620000,207.05,207.05,206.95,207.0,689.959,2025-01-03 01:07:00,206.9678,206.9678,207.05,206.9616,0
2618,1735846680000,207.0,207.18,207.0,207.16,825.527,2025-01-03 01:08:00,206.9802,206.9802,207.0,206.9678,0
2619,1735846740000,207.16,207.17,207.07,207.08,427.693,2025-01-03 01:09:00,206.99359999999996,206.99359999999996,207.16,206.9802,0
2620,1735846800000,207.07,207.29,207.04,207.28,467.834,2025-01-03 01:10:00,207.0138,207.0138,207.08,206.99359999999996,0
2621,1735846860000,207.29,207.41,207.17,207.2,680.584,2025-01-03 01:11:00,207.03540000000004,207.03540000000004,207.28,207.0138,0
2622,1735846920000,207.2,207.39,207.2,207.35,207.736,2025-01-03 01:12:00,207.06200000000004,207.06200000000004,207.2,207.03540000000004,0
2623,1735846980000,207.34,207.34,207.19,207.2,429.961,2025-01-03 01:13:00,207.08100000000002,207.08100000000002,207.35,207.06200000000004,0
2624,1735847040000,207.19,207.35,207.19,207.3,231.01,2025-01-03 01:14:00,207.1034,207.1034,207.2,207.08100000000002,0
2625,1735847100000,207.3,207.46,207.22,207.23,446.151,2025-01-03 01:15:00,207.1248,207.1248,207.3,207.1034,0
2626,1735847160000,207.23,207.23,206.94,206.96,689.998,2025-01-03 01:16:00,207.13940000000002,207.13940000000002,207.23,207.1248,0
